DISTRICT,map_version,chamber,total_pop,total_vap,bvap,hvap,avap,bipoc_vap,pct_bvap,pct_hvap,pct_avap,pct_bipoc_vap,partisan_lean
81,enacted_2024,house,59426,45758,9896,9167,2831,21895,0.2163,0.2003,0.0619,0.4785,0.3131
82,enacted_2024,house,56379,43411,21185,517,5727,27430,0.488,0.0119,0.1319,0.6319,0.4999
83,enacted_2024,house,50145,38611,10439,477,433,11350,0.2704,0.0124,0.0112,0.294,-0.1601
84,enacted_2024,house,53449,41155,18309,5869,294,24474,0.4449,0.1426,0.0072,0.5947,0.7012
85,enacted_2024,house,56403,43430,25016,8460,2259,35735,0.576,0.1948,0.052,0.8228,0.6052
86,enacted_2024,house,54919,42287,5135,12708,3373,21217,0.1215,0.3005,0.0798,0.5018,0.0928
87,enacted_2024,house,58303,44893,22336,12254,1836,36427,0.4975,0.273,0.0409,0.8114,0.9639
88,enacted_2024,house,53418,41131,24025,7123,7926,39074,0.5841,0.1732,0.1927,0.95,1.0
89,enacted_2024,house,57936,44610,11688,3354,1652,16696,0.262,0.0752,0.0371,0.3743,-0.1451
90,enacted_2024,house,62227,47914,11897,2249,2568,16715,0.2483,0.0469,0.0536,0.3489,0.0242
91,enacted_2024,house,58898,45351,32808,723,169,33700,0.7234,0.016,0.0037,0.7431,0.8333
92,enacted_2024,house,56830,43759,9565,12681,4862,27108,0.2186,0.2898,0.1111,0.6195,0.2204
93,enacted_2024,house,56255,43316,24925,2801,2538,30265,0.5754,0.0647,0.0586,0.6987,0.5791
94,enacted_2024,house,57954,44624,26256,1340,8562,36160,0.5884,0.03,0.1919,0.8103,0.816
95,enacted_2024,house,55725,42908,5199,4193,403,9796,0.1212,0.0977,0.0094,0.2283,-0.4911
96,enacted_2024,house,59869,46099,21907,3147,1895,26951,0.4752,0.0683,0.0411,0.5846,0.5369
97,enacted_2024,house,56498,43503,1960,4267,6646,12874,0.0451,0.0981,0.1528,0.2959,-0.2094
98,enacted_2024,house,57464,44247,16839,5142,2509,24492,0.3806,0.1162,0.0567,0.5535,0.2422
99,enacted_2024,house,55472,42713,11106,1660,873,13639,0.26,0.0389,0.0204,0.3193,-0.085
100,enacted_2024,house,59768,46021,28832,8965,1154,38953,0.6265,0.1948,0.0251,0.8464,0.7612
101,enacted_2024,house,55496,42731,25017,946,173,26137,0.5855,0.0222,0.0041,0.6117,0.6288
102,enacted_2024,house,54806,42200,12277,16880,1690,30847,0.2909,0.4,0.0401,0.731,0.7809
103,enacted_2024,house,53575,41252,9491,4420,7947,21859,0.2301,0.1072,0.1927,0.5299,0.4037
104,enacted_2024,house,58421,44984,13910,8920,5640,28471,0.3092,0.1983,0.1254,0.6329,0.572
105,enacted_2024,house,54072,41635,30207,5223,4122,39553,0.7255,0.1255,0.099,0.95,1.0
106,enacted_2024,house,59579,45875,4839,12911,2449,20199,0.1055,0.2814,0.0534,0.4403,0.2098
107,enacted_2024,house,55818,42979,4640,4981,3216,12837,0.108,0.1159,0.0748,0.2987,-0.1091
108,enacted_2024,house,56205,43277,15476,3658,2486,21620,0.3576,0.0845,0.0575,0.4996,0.4218
109,enacted_2024,house,55027,42370,23255,6190,4928,34375,0.5489,0.1461,0.1163,0.8113,1.0
110,enacted_2024,house,54412,41897,16652,12231,193,29076,0.3975,0.2919,0.0046,0.694,0.7964
111,enacted_2024,house,60711,46747,16075,10745,6331,33152,0.3439,0.2299,0.1355,0.7092,0.5576
112,enacted_2024,house,54817,42209,23631,6771,5883,36286,0.5599,0.1604,0.1394,0.8597,0.9694
113,enacted_2024,house,57649,44389,10090,5974,3570,19634,0.2273,0.1346,0.0804,0.4423,0.2906
114,enacted_2024,house,54281,41796,20663,9901,2636,33201,0.4944,0.2369,0.0631,0.7944,0.7797
115,enacted_2024,house,54798,42194,14949,1613,858,17421,0.3543,0.0382,0.0203,0.4129,0.0953
116,enacted_2024,house,57081,43952,12624,2848,5228,20702,0.2872,0.0648,0.119,0.471,0.07
117,enacted_2024,house,63296,48737,15320,6233,7511,29065,0.3144,0.1279,0.1541,0.5964,0.6919
118,enacted_2024,house,52775,40636,14630,4268,369,19267,0.36,0.105,0.0091,0.4742,0.3156
119,enacted_2024,house,51521,39671,19738,6177,6620,32537,0.4976,0.1557,0.1669,0.8202,1.0
120,enacted_2024,house,60749,46776,5020,18710,9355,33086,0.1073,0.4,0.2,0.7073,1.0
121,enacted_2024,house,52487,40414,9843,8981,1626,20451,0.2436,0.2222,0.0402,0.506,0.0427
122,enacted_2024,house,62322,47987,10490,17391,9319,37201,0.2186,0.3624,0.1942,0.7752,1.0
123,enacted_2024,house,54453,41928,2507,6511,457,9475,0.0598,0.1553,0.0109,0.226,-0.1639
124,enacted_2024,house,58122,44753,1625,5189,896,7711,0.0363,0.116,0.02,0.1723,-0.5693
125,enacted_2024,house,54845,42230,19640,7765,5090,32496,0.4651,0.1839,0.1205,0.7695,0.4837
126,enacted_2024,house,58830,45299,21948,1601,5738,29288,0.4845,0.0354,0.1267,0.6466,0.6737
127,enacted_2024,house,54140,41687,1650,16674,1263,19588,0.0396,0.4,0.0303,0.4699,0.2798
128,enacted_2024,house,58407,44973,8764,6329,8505,23600,0.1949,0.1407,0.1891,0.5248,0.4946
129,enacted_2024,house,53553,41235,6646,3717,2495,12859,0.1612,0.0901,0.0605,0.3119,-0.0131
130,enacted_2024,house,61180,47108,9778,9483,2991,22254,0.2076,0.2013,0.0635,0.4724,0.2086
131,enacted_2024,house,59732,45993,13704,3633,712,18050,0.298,0.079,0.0155,0.3925,0.0705
132,enacted_2024,house,58732,45223,19015,8028,8122,35167,0.4205,0.1775,0.1796,0.7776,0.6693
133,enacted_2024,house,55526,42755,24436,9532,6647,40617,0.5716,0.223,0.1555,0.95,1.0
134,enacted_2024,house,56871,43790,18367,11321,1238,30927,0.4195,0.2585,0.0283,0.7063,0.7334
135,enacted_2024,house,64922,49989,7114,6179,9510,22804,0.1423,0.1236,0.1902,0.4562,0.0572
136,enacted_2024,house,58947,45389,5606,8171,2884,16663,0.1235,0.18,0.0636,0.3671,-0.0426
137,enacted_2024,house,56510,43512,13118,3005,3515,19640,0.3015,0.0691,0.0808,0.4514,0.2239
138,enacted_2024,house,56639,43612,18622,8532,7890,35045,0.427,0.1956,0.1809,0.8036,0.8299
139,enacted_2024,house,54426,41908,9381,7960,8381,25723,0.2239,0.1899,0.2,0.6138,0.7868
140,enacted_2024,house,58437,44996,33685,8738,322,42746,0.7486,0.1942,0.0072,0.95,1.0
141,enacted_2024,house,53339,41071,9409,3469,3071,15950,0.2291,0.0845,0.0748,0.3884,0.0221
142,enacted_2024,house,49538,38144,19537,6334,2070,27942,0.5122,0.1661,0.0543,0.7325,0.6708
143,enacted_2024,house,59234,45610,6573,1489,1909,9972,0.1441,0.0326,0.0419,0.2186,-0.4722
144,enacted_2024,house,54137,41685,6942,2386,1546,10876,0.1666,0.0573,0.0371,0.2609,-0.4041
145,enacted_2024,house,54578,42025,3041,6167,4192,13401,0.0724,0.1468,0.0998,0.3189,-0.1178
146,enacted_2024,house,51221,39440,16649,13312,7506,37468,0.4221,0.3375,0.1903,0.95,1.0
147,enacted_2024,house,54075,41637,19194,7320,221,26736,0.461,0.1758,0.0053,0.6421,0.649
148,enacted_2024,house,56264,43323,23745,1759,7436,32941,0.5481,0.0406,0.1717,0.7604,0.9806
149,enacted_2024,house,49295,37957,15242,847,1119,17209,0.4016,0.0223,0.0295,0.4534,0.5878
150,enacted_2024,house,58311,44899,10667,561,280,11509,0.2376,0.0125,0.0062,0.2563,-0.1005
151,enacted_2024,house,57798,44504,16218,2368,183,18770,0.3644,0.0532,0.0041,0.4218,0.0697
152,enacted_2024,house,53001,40810,959,11675,429,13065,0.0235,0.2861,0.0105,0.3202,-0.1018
153,enacted_2024,house,57622,44368,7517,2989,8873,19380,0.1694,0.0674,0.2,0.4368,0.0101
154,enacted_2024,house,60294,46426,31534,5823,6746,44104,0.6793,0.1254,0.1453,0.95,1.0
155,enacted_2024,house,54491,41958,10995,4003,2686,17685,0.2621,0.0954,0.064,0.4215,0.3748
156,enacted_2024,house,57166,44017,25308,2317,3352,30978,0.575,0.0527,0.0762,0.7038,0.5142
157,enacted_2024,house,53505,41198,14749,2334,7207,24290,0.358,0.0567,0.1749,0.5896,0.5823
158,enacted_2024,house,57549,44312,25069,17018,8,42096,0.5657,0.3841,0.0002,0.95,0.8432
159,enacted_2024,house,55878,43026,13888,4951,3679,22519,0.3228,0.1151,0.0855,0.5234,0.2348
160,enacted_2024,house,55092,42420,7386,4633,5397,17417,0.1741,0.1092,0.1272,0.4106,-0.0068
161,enacted_2024,house,53382,41104,15074,10472,3283,28831,0.3667,0.2548,0.0799,0.7014,0.6001
162,enacted_2024,house,54366,41861,19544,5876,1980,27401,0.4669,0.1404,0.0473,0.6546,0.5012
163,enacted_2024,house,59667,45943,5005,8964,11,13981,0.1089,0.1951,0.0002,0.3043,-0.1041
164,enacted_2024,house,57408,44204,25966,6413,1072,33452,0.5874,0.1451,0.0243,0.7568,0.816
165,enacted_2024,house,59841,46077,12425,10595,9215,32236,0.2697,0.2299,0.2,0.6996,0.6111
166,enacted_2024,house,56172,43252,19196,13688,2877,35762,0.4438,0.3165,0.0665,0.8268,1.0
167,enacted_2024,house,61972,47718,13852,13946,604,28403,0.2903,0.2923,0.0127,0.5952,0.6406
168,enacted_2024,house,62084,47804,26324,12725,6362,45413,0.5507,0.2662,0.1331,0.95,1.0
169,enacted_2024,house,52124,40135,24906,7084,3400,35392,0.6206,0.1765,0.0847,0.8818,1.0
170,enacted_2024,house,54815,42207,15407,2415,1701,19524,0.3651,0.0572,0.0403,0.4626,0.3593
171,enacted_2024,house,57847,44542,8764,6589,6184,21538,0.1968,0.1479,0.1388,0.4835,0.2653
172,enacted_2024,house,59342,45693,21853,203,1991,24047,0.4783,0.0045,0.0436,0.5263,0.1881
173,enacted_2024,house,53868,41478,15014,11655,1268,27939,0.362,0.281,0.0306,0.6736,0.7532
174,enacted_2024,house,54415,41899,24314,1448,6946,32709,0.5803,0.0346,0.1658,0.7807,0.719
175,enacted_2024,house,52941,40764,12668,1735,1561,15965,0.3108,0.0426,0.0383,0.3917,0.2615
176,enacted_2024,house,55297,42578,13086,5101,4175,22363,0.3073,0.1198,0.0981,0.5252,0.4629
177,enacted_2024,house,59645,45926,3522,10511,42,14076,0.0767,0.2289,0.0009,0.3065,-0.0178
178,enacted_2024,house,58357,44934,2516,8143,2121,12782,0.056,0.1812,0.0472,0.2845,-0.1173
179,enacted_2024,house,53438,41147,8474,2624,2679,13777,0.2059,0.0638,0.0651,0.3348,0.1158
180,enacted_2024,house,55098,42425,18178,8271,5232,31682,0.4285,0.195,0.1233,0.7468,0.5952
1,proposed_dem,house,61403,47280,31411,2849,9456,43717,0.6644,0.0603,0.2,0.9247,1.0
2,proposed_dem,house,55827,42986,7322,1582,571,9475,0.1703,0.0368,0.0133,0.2204,-0.1917
3,proposed_dem,house,54207,41739,14619,730,5045,20395,0.3503,0.0175,0.1209,0.4886,0.2373
4,proposed_dem,house,55772,42944,10554,8937,1156,20648,0.2458,0.2081,0.0269,0.4808,0.4362
5,proposed_dem,house,61885,47651,24889,19060,292,44241,0.5223,0.4,0.0061,0.9285,1.0
6,proposed_dem,house,56286,43340,5985,15018,8668,29672,0.1381,0.3465,0.2,0.6846,0.7414
7,proposed_dem,house,53204,40967,21991,15898,1028,38918,0.5368,0.3881,0.0251,0.95,1.0
8,proposed_dem,house,57275,44101,11082,17310,80,28474,0.2513,0.3925,0.0018,0.6457,0.6059
9,proposed_dem,house,56913,43823,6482,4040,147,10669,0.1479,0.0922,0.0034,0.2435,-0.285
10,proposed_dem,house,54953,42313,5183,7633,4958,17775,0.1225,0.1804,0.1172,0.4201,0.2905
11,proposed_dem,house,56825,43755,27619,12942,1005,41567,0.6312,0.2958,0.023,0.95,1.0
12,proposed_dem,house,55817,42979,20811,1300,5703,27815,0.4842,0.0303,0.1327,0.6472,0.6542
13,proposed_dem,house,57927,44603,4968,2976,2466,10410,0.1114,0.0667,0.0553,0.2334,-0.1675
14,proposed_dem,house,56840,43766,33218,4332,4027,41577,0.759,0.099,0.092,0.95,1.0
15,proposed_dem,house,58241,44845,11512,3950,2395,17857,0.2567,0.0881,0.0534,0.3982,0.0665
16,proposed_dem,house,57936,44610,12243,675,4279,17199,0.2745,0.0152,0.0959,0.3856,-0.1019
17,proposed_dem,house,58897,45350,18515,370,3898,22784,0.4083,0.0082,0.086,0.5024,0.0718
18,proposed_dem,house,54337,41839,13472,6942,2793,23208,0.322,0.1659,0.0668,0.5547,0.7184
19,proposed_dem,house,57568,44327,19812,13793,4875,38482,0.447,0.3112,0.11,0.8681,1.0
20,proposed_dem,house,53414,41128,27582,2370,1651,31604,0.6706,0.0576,0.0401,0.7684,0.8177
21,proposed_dem,house,60978,46953,36741,6198,1665,44605,0.7825,0.132,0.0355,0.95,1.0
22,proposed_dem,house,58653,45162,7015,6890,1637,15543,0.1553,0.1526,0.0362,0.3442,-0.0184
23,proposed_dem,house,58502,45046,11694,11497,951,24143,0.2596,0.2552,0.0211,0.536,0.4336
24,proposed_dem,house,59359,45706,28383,3839,4191,36414,0.621,0.084,0.0917,0.7967,0.4957
25,proposed_dem,house,62668,48254,22992,7323,766,31081,0.4765,0.1518,0.0159,0.6441,0.41
26,proposed_dem,house,55006,42354,14419,3196,1150,18766,0.3405,0.0755,0.0272,0.4431,0.2401
27,proposed_dem,house,55362,42628,12615,4062,1781,18460,0.296,0.0953,0.0418,0.4331,0.5301
28,proposed_dem,house,59498,45813,33455,3846,6221,43522,0.7303,0.084,0.1358,0.95,1.0
29,proposed_dem,house,53902,41504,11121,16045,2691,29857,0.268,0.3866,0.0648,0.7194,0.4733
30,proposed_dem,house,59304,45664,6633,1870,498,9002,0.1453,0.041,0.0109,0.1972,-0.2064
31,proposed_dem,house,55994,43115,12657,13501,1117,27276,0.2936,0.3131,0.0259,0.6326,0.5371
32,proposed_dem,house,58244,44847,10274,6014,3011,19299,0.2291,0.1341,0.0672,0.4303,0.3057
33,proposed_dem,house,58860,45322,11751,18128,160,30041,0.2593,0.4,0.0036,0.6629,0.7786
34,proposed_dem,house,58368,44943,16734,4582,7379,28696,0.3724,0.102,0.1642,0.6385,0.4519
35,proposed_dem,house,56936,43840,20228,6817,2203,29249,0.4614,0.1555,0.0503,0.6672,0.6222
36,proposed_dem,house,56555,43547,15806,8772,8709,33288,0.363,0.2014,0.2,0.7644,0.7326
37,proposed_dem,house,57208,44050,14886,2475,603,17965,0.3379,0.0562,0.0137,0.4079,0.4126
38,proposed_dem,house,53432,41142,15825,3192,3377,22395,0.3847,0.0776,0.0821,0.5444,0.6196
39,proposed_dem,house,52647,40538,4105,4190,4356,12652,0.1013,0.1034,0.1075,0.3121,-0.0659
40,proposed_dem,house,54880,42257,13144,5159,2847,21151,0.3111,0.1221,0.0674,0.5005,0.3629
41,proposed_dem,house,58938,45382,19884,2048,1668,23600,0.4381,0.0451,0.0368,0.52,0.2086
42,proposed_dem,house,58602,45123,23860,4984,3263,32107,0.5288,0.1105,0.0723,0.7115,0.6527
43,proposed_dem,house,59568,45867,5560,407,9173,15141,0.1212,0.0089,0.2,0.3301,0.0164
44,proposed_dem,house,55234,42530,18366,7218,2776,28362,0.4319,0.1697,0.0653,0.6669,0.6455
45,proposed_dem,house,53983,41566,3499,7477,5439,16416,0.0842,0.1799,0.1309,0.3949,0.2123
46,proposed_dem,house,58804,45279,19939,15791,7283,43015,0.4404,0.3488,0.1609,0.95,1.0
47,proposed_dem,house,51965,40013,8447,2153,84,10685,0.2111,0.0538,0.0021,0.267,-0.0889
48,proposed_dem,house,57453,44238,7820,1124,4350,13294,0.1768,0.0254,0.0983,0.3005,-0.0548
49,proposed_dem,house,60329,46453,17994,18581,3653,40229,0.3874,0.4,0.0786,0.866,0.9976
50,proposed_dem,house,54244,41767,11924,2857,1096,15878,0.2855,0.0684,0.0263,0.3802,-0.1419
51,proposed_dem,house,53834,41452,10533,2728,5321,18583,0.2541,0.0658,0.1284,0.4483,0.3899
52,proposed_dem,house,55973,43099,20502,4437,4175,29115,0.4757,0.103,0.0969,0.6756,0.6954
53,proposed_dem,house,50508,38891,15403,2645,539,18588,0.3961,0.068,0.0139,0.478,0.2593
54,proposed_dem,house,50610,38969,10873,3448,3921,18243,0.279,0.0885,0.1006,0.4682,0.1362
55,proposed_dem,house,50219,38668,14670,7940,3100,25711,0.3794,0.2054,0.0802,0.6649,0.4252
56,proposed_dem,house,55850,43004,26039,4786,8600,39426,0.6055,0.1113,0.2,0.9168,1.0
57,proposed_dem,house,58738,45228,9384,7354,3021,19760,0.2075,0.1626,0.0668,0.4369,0.1165
58,proposed_dem,house,62464,48097,7789,8869,6318,22977,0.162,0.1844,0.1314,0.4777,0.3068
59,proposed_dem,house,59771,46023,5765,13722,259,19747,0.1253,0.2982,0.0056,0.4291,0.0794
60,proposed_dem,house,57084,43954,21273,2868,1394,25535,0.484,0.0653,0.0317,0.581,0.2991
61,proposed_dem,house,60389,46499,4679,268,92,5041,0.1006,0.0058,0.002,0.1084,-0.4073
62,proposed_dem,house,57483,44261,24438,5076,8852,38367,0.5521,0.1147,0.2,0.8668,1.0
63,proposed_dem,house,57871,44560,18502,16546,4361,39409,0.4152,0.3713,0.0979,0.8844,1.0
64,proposed_dem,house,61260,47170,7683,9520,1828,19032,0.1629,0.2018,0.0388,0.4035,0.1314
65,proposed_dem,house,52422,40364,3210,3175,7101,13487,0.0795,0.0787,0.1759,0.3341,-0.2033
66,proposed_dem,house,57254,44085,11419,3004,1224,15648,0.259,0.0682,0.0278,0.355,-0.3003
67,proposed_dem,house,61331,47224,9362,277,3537,13177,0.1983,0.0059,0.0749,0.279,-0.3191
68,proposed_dem,house,56882,43799,1241,12867,2020,16128,0.0283,0.2938,0.0461,0.3682,0.0359
69,proposed_dem,house,56386,43417,28214,3293,1110,32618,0.6499,0.0758,0.0256,0.7513,0.7227
70,proposed_dem,house,56543,43538,32802,8003,554,41361,0.7534,0.1838,0.0127,0.95,1.0
71,proposed_dem,house,55127,42447,9877,16066,8008,33951,0.2327,0.3785,0.1887,0.7999,1.0
72,proposed_dem,house,53200,40964,17914,9930,784,28628,0.4373,0.2424,0.0192,0.6989,0.7477
73,proposed_dem,house,60773,46795,9421,2161,9359,20941,0.2013,0.0462,0.2,0.4475,-0.0369
74,proposed_dem,house,57293,44115,26657,4575,73,31306,0.6043,0.1037,0.0017,0.7097,0.4686
75,proposed_dem,house,59354,45702,2380,11207,3440,17028,0.0521,0.2452,0.0753,0.3726,0.1474
76,proposed_dem,house,56919,43827,5376,6424,1110,12911,0.1227,0.1466,0.0253,0.2946,-0.0038
77,proposed_dem,house,54402,41889,13902,475,8377,22755,0.3319,0.0114,0.2,0.5432,0.5096
78,proposed_dem,house,60058,46244,13274,3016,1695,17987,0.2871,0.0652,0.0367,0.389,0.469
79,proposed_dem,house,54619,42056,12008,2522,3858,18388,0.2855,0.06,0.0917,0.4372,0.0921
80,proposed_dem,house,59055,45472,2484,17386,2600,22471,0.0546,0.3824,0.0572,0.4942,0.2617
81,proposed_dem,house,58448,45004,16874,2009,318,19202,0.375,0.0447,0.0071,0.4267,0.2937
82,proposed_dem,house,54150,41695,6082,12141,91,18315,0.1459,0.2912,0.0022,0.4393,0.138
83,proposed_dem,house,55145,42461,10771,9967,2679,23418,0.2537,0.2347,0.0631,0.5515,0.2721
84,proposed_dem,house,58552,45085,20871,11579,1154,33604,0.4629,0.2568,0.0256,0.7454,0.3632
85,proposed_dem,house,65165,50177,27331,6256,3809,37397,0.5447,0.1247,0.0759,0.7453,0.5739
86,proposed_dem,house,58354,44932,3323,8854,2945,15124,0.074,0.1971,0.0656,0.3366,-0.0056
87,proposed_dem,house,60791,46809,30727,5140,144,36012,0.6564,0.1098,0.0031,0.7693,1.0
88,proposed_dem,house,56206,43278,11112,11571,2633,25318,0.2568,0.2674,0.0609,0.585,0.4829
89,proposed_dem,house,55036,42377,12903,3948,28,16879,0.3045,0.0932,0.0007,0.3983,0.0606
90,proposed_dem,house,57404,44201,13480,9091,5955,28527,0.305,0.2057,0.1347,0.6454,0.4549
91,proposed_dem,house,51379,39561,29642,2814,5125,37582,0.7493,0.0711,0.1296,0.95,1.0
92,proposed_dem,house,59786,46035,13734,2594,1941,18270,0.2984,0.0564,0.0422,0.3969,-0.1186
93,proposed_dem,house,54776,42177,15700,7615,77,23393,0.3722,0.1806,0.0018,0.5546,0.5266
94,proposed_dem,house,57914,44593,18802,1276,1782,21861,0.4216,0.0286,0.04,0.4903,0.2925
95,proposed_dem,house,57678,44412,4310,2774,5393,12479,0.0971,0.0625,0.1215,0.281,-0.1407
96,proposed_dem,house,63298,48739,5969,5047,2522,13539,0.1225,0.1036,0.0517,0.2778,-0.2505
97,proposed_dem,house,56108,43203,17623,6528,2802,26954,0.4079,0.1511,0.0649,0.6239,0.648
98,proposed_dem,house,59786,46035,32827,3497,7408,43733,0.7131,0.076,0.1609,0.95,1.0
99,proposed_dem,house,53855,41468,15470,3201,947,19619,0.3731,0.0772,0.0228,0.4731,0.5351
100,proposed_dem,house,56257,43317,12628,17326,6885,36840,0.2915,0.4,0.159,0.8505,0.9735
101,proposed_dem,house,55213,42514,10091,13906,1335,25334,0.2374,0.3271,0.0314,0.5959,0.5838
102,proposed_dem,house,62159,47862,13949,10853,1950,26753,0.2915,0.2268,0.0408,0.559,0.4315
103,proposed_dem,house,55598,42810,16827,2703,2206,21736,0.3931,0.0631,0.0515,0.5077,0.4616
104,proposed_dem,house,58882,45339,24493,2485,7031,34010,0.5402,0.0548,0.1551,0.7501,0.9272
105,proposed_dem,house,55334,42607,20362,14415,5699,40476,0.4779,0.3383,0.1338,0.95,1.0
106,proposed_dem,house,51508,39661,3893,6938,1570,12402,0.0982,0.1749,0.0396,0.3127,-0.0124
107,proposed_dem,house,56624,43600,5044,5433,3841,14319,0.1157,0.1246,0.0881,0.3284,-0.1069
108,proposed_dem,house,59075,45487,9969,7837,1293,19100,0.2192,0.1723,0.0284,0.4199,0.4147
109,proposed_dem,house,58944,45386,11826,9407,1252,22486,0.2606,0.2073,0.0276,0.4954,0.3492
110,proposed_dem,house,58582,45108,6269,2416,6193,14879,0.139,0.0536,0.1373,0.3299,-0.1957
111,proposed_dem,house,56290,43343,10304,3363,4652,18319,0.2377,0.0776,0.1073,0.4227,0.0241
112,proposed_dem,house,57283,44107,26904,12541,2455,41901,0.61,0.2843,0.0557,0.95,1.0
113,proposed_dem,house,56259,43319,11147,1046,4992,17186,0.2573,0.0242,0.1153,0.3967,0.0464
114,proposed_dem,house,55651,42851,21472,3552,2738,27763,0.5011,0.0829,0.0639,0.6479,0.4756
115,proposed_dem,house,54756,42162,10586,9157,7094,26838,0.2511,0.2172,0.1683,0.6366,0.55
116,proposed_dem,house,53042,40842,3412,13086,6170,22669,0.0836,0.3204,0.1511,0.5551,0.738
117,proposed_dem,house,56232,43298,14576,2513,5024,22115,0.3367,0.0581,0.1161,0.5108,0.0762
118,proposed_dem,house,64421,49604,12116,9069,3352,24537,0.2443,0.1828,0.0676,0.4947,0.1356
119,proposed_dem,house,59132,45531,33377,7811,1692,42881,0.7331,0.1716,0.0372,0.9418,1.0
120,proposed_dem,house,52666,40552,9679,9235,3672,22587,0.2387,0.2277,0.0906,0.557,0.5843
121,proposed_dem,house,57875,44563,1999,13088,4354,19443,0.0449,0.2937,0.0977,0.4363,0.4226
122,proposed_dem,house,57366,44171,7717,775,219,8712,0.1747,0.0176,0.005,0.1972,-0.1858
123,proposed_dem,house,56686,43648,9994,4257,6087,20339,0.229,0.0975,0.1395,0.466,0.3147
124,proposed_dem,house,59245,45618,7107,18247,2747,28101,0.1558,0.4,0.0602,0.616,0.4955
125,proposed_dem,house,60461,46554,14827,13324,9310,37462,0.3185,0.2862,0.2,0.8047,0.8587
126,proposed_dem,house,58744,45232,24372,3996,488,28856,0.5388,0.0884,0.0108,0.638,0.7686
127,proposed_dem,house,53700,41349,3952,11983,8222,24158,0.0956,0.2898,0.1989,0.5843,0.5569
128,proposed_dem,house,59357,45704,12279,3071,2781,18132,0.2687,0.0672,0.0609,0.3967,0.0626
129,proposed_dem,house,53091,40880,2943,6553,6361,15858,0.072,0.1603,0.1556,0.3879,-0.1365
130,proposed_dem,house,56684,43646,9148,13453,8233,30835,0.2096,0.3082,0.1886,0.7065,0.8878
131,proposed_dem,house,54100,41657,8565,698,400,9664,0.2056,0.0168,0.0096,0.232,-0.1135
132,proposed_dem,house,55763,42937,9407,7156,1013,17578,0.2191,0.1667,0.0236,0.4094,0.1139
133,proposed_dem,house,56511,43513,35345,5314,676,41337,0.8123,0.1221,0.0156,0.95,1.0
134,proposed_dem,house,59219,45598,6167,12304,832,19304,0.1353,0.2698,0.0183,0.4234,0.2148
135,proposed_dem,house,58707,45204,3462,7739,6745,17947,0.0766,0.1712,0.1492,0.397,0.1595
136,proposed_dem,house,59844,46079,1875,1015,5050,7941,0.0407,0.022,0.1096,0.1724,-0.588
137,proposed_dem,house,60452,46548,15260,3354,3125,21740,0.3278,0.0721,0.0671,0.4671,0.1174
138,proposed_dem,house,55312,42590,10401,10881,810,22093,0.2442,0.2555,0.019,0.5187,0.2697
139,proposed_dem,house,55222,42520,17580,2479,3476,23536,0.4135,0.0583,0.0818,0.5535,0.5794
140,proposed_dem,house,56268,43326,33920,4004,283,38209,0.7829,0.0924,0.0065,0.8819,0.9969
141,proposed_dem,house,49050,37768,6013,9874,2312,18200,0.1592,0.2614,0.0612,0.4819,0.2283
142,proposed_dem,house,57869,44559,18086,891,948,19926,0.4059,0.02,0.0213,0.4472,0.1955
143,proposed_dem,house,52910,40740,16060,8860,180,25100,0.3942,0.2175,0.0044,0.6161,0.7489
144,proposed_dem,house,57461,44244,5348,7727,1512,14588,0.1209,0.1747,0.0342,0.3297,-0.1886
145,proposed_dem,house,58776,45257,22030,3695,2456,28181,0.4868,0.0816,0.0543,0.6227,0.5183
146,proposed_dem,house,55837,42994,13070,4130,346,17547,0.304,0.0961,0.0081,0.4081,0.2735
147,proposed_dem,house,58642,45154,17704,12548,1254,31507,0.3921,0.2779,0.0278,0.6978,0.5256
148,proposed_dem,house,53494,41190,25621,498,908,27028,0.622,0.0121,0.022,0.6562,0.7909
149,proposed_dem,house,57465,44248,13766,2878,1039,17684,0.3111,0.0651,0.0235,0.3997,0.0393
150,proposed_dem,house,59262,45631,5646,3414,6046,15107,0.1237,0.0748,0.1325,0.3311,-0.3334
151,proposed_dem,house,56761,43705,8781,1468,3919,14169,0.2009,0.0336,0.0897,0.3242,0.0544
152,proposed_dem,house,60004,46203,5681,10849,837,17368,0.123,0.2348,0.0181,0.3759,0.1716
153,proposed_dem,house,56612,43591,15345,9371,904,25622,0.352,0.215,0.0208,0.5878,0.4263
154,proposed_dem,house,57199,44043,23989,13940,934,38864,0.5447,0.3165,0.0212,0.8824,1.0
155,proposed_dem,house,58847,45312,13147,11268,87,24503,0.2902,0.2487,0.0019,0.5408,0.5088
156,proposed_dem,house,52989,40801,9606,4767,2756,17131,0.2355,0.1169,0.0676,0.4199,0.0086
157,proposed_dem,house,51016,39282,1473,6471,3696,11640,0.0375,0.1647,0.0941,0.2963,-0.0896
158,proposed_dem,house,53951,41542,2156,5452,1045,8654,0.0519,0.1312,0.0252,0.2083,-0.3192
159,proposed_dem,house,51173,39403,3997,7851,5650,17500,0.1015,0.1993,0.1434,0.4441,0.1344
160,proposed_dem,house,60566,46635,26559,6884,415,33858,0.5695,0.1476,0.0089,0.726,0.9713
161,proposed_dem,house,53536,41222,32076,3570,1577,37224,0.7781,0.0866,0.0383,0.903,1.0
